ConversionId,Multiplier,ConvertFromQty,ConvertFromUom,ConvertToQty,ConvertToUom
I-1028,0.008333333333333333,1.0,CT,120.0,g
I-1034,0.008333333333333333,1.0,CT,120.0,g
I-1035,0.01,1.0,CT,100.0,g
I-10605,0.008849557522123894,1.0,CT,113.0,g
I-1126,0.006666666666666667,1.0,CT,150.0,g
I-1127,0.006666666666666667,1.0,CT,150.0,g
I-1141,0.013333333333333334,1.0,CT,75.0,g
I-1143,0.013333333333333334,1.0,CT,75.0,g
I-11519,0.02,1.0,bag,50.0,g
I-1152,0.013333333333333334,1.0,CT,75.0,g
I-11842,0.0022026431718061676,1.0,LOAF,454.0,g
I-1207,0.008333333333333333,1.0,CT,120.0,g
I-1223,0.0001,1.0,CT,10000.0,ml
I-1232,0.02,1.0,slice,50.0,g
I-1252,0.00025,1.0,CT,4000.0,ml
I-1254,0.004166666666666667,0.5,CT,120.0,g
I-1257,0.008333333333333333,1.0,CT,120.0,g
I-1273,0.0022026431718061676,1.0,LOAF,454.0,g
I-13004,0.0022026431718061676,1.0,CT,454.0,g
I-15032,0.0022026431718061676,1.0,LOAF,454.0,g
I-15358,0.013333333333333334,1.0,ea,75.0,g
I-17615,0.07142857142857142,1.0,slice,14.0,g
I-17617,0.07142857142857142,1.0,slice,14.0,g
I-17686,0.013333333333333334,1.0,ea,75.0,g
I-18089,0.008333333333333333,1.0,ea,120.0,g
I-18915,0.03333333333333333,1.0,ea,30.0,g
I-19735,0.008333333333333333,1.0,CT,120.0,g
I-2159,0.02,1.0,CT,50.0,g
I-2281,0.00011692307692307692,0.076,650G,650.0,g
I-2306,0.05,1.0,slice,20.0,g
I-2310,0.05,1.0,slice,20.0,g
I-24227,0.0022026431718061676,1.0,LOAF,454.0,g
I-2586,0.008333333333333333,1.0,CT,120.0,g
I-2669,0.0008620689655172414,0.125,PIE,145.0,g
I-28899,0.04,1.0,each,25.0,g
I-28904,0.03333333333333333,1.0,each,30.0,g
I-28907,0.025,1.0,each,40.0,g
I-28920,0.0058823529411764705,1.0,each,170.0,g
I-29663,0.03636363636363636,1.0,ea,27.5,g
I-29665,0.025,1.0,each,40.0,g
I-29688,0.008333333333333333,1.0,ea,120.0,g
I-30178,0.008333333333333333,1.0,SHEET,120.0,g
I-3103,0.03333333333333333,1.0,CT,30.0,g
I-3143,0.00035211267605633805,1.0,can,2840.0,ml
I-32258,0.02,1.0,ea,50.0,g
I-32263,0.03333333333333333,1.0,ea,30.0,g
I-32268,0.02,1.0,ea,50.0,g
I-3387,0.001,1.0,L,1000.0,ml
I-3676,0.00035211267605633805,1.0,LG CAN,2840.0,ml
I-3688,0.008333333333333333,1.0,CT,120.0,g
I-3738,0.0030303030303030303,1.0,330ML,330.0,ml
I-41181,0.008333333333333333,1.0,ea,120.0,g
I-4341,0.012597837959049469,1.0,CT,79.3787,g
I-43608,0.0029850746268656717,1.0,can,335.0,ml
I-4507,0.005555555555555556,1.0,piece,180.0,g
I-4640,7.692307692307693e-05,1.0,cs,13000.0,g
I-46598,0.02,1.0,ea,50.0,g
I-4823,0.0033333333333333335,12.0,HEAD,3600.0,g
I-49128,0.008333333333333333,1.0,CT,120.0,g
I-52016,0.008849557522123894,1.0,ea,113.0,g
I-52090,0.007692307692307693,1.0,CT,130.0,g
I-55414,0.008333333333333333,1.0,each,120.0,g
I-57496,0.0125,1.0,each,80.0,g
I-57497,0.0125,1.0,each,80.0,g
I-62225,0.014705882352941176,4.0,CT,272.0,g
I-62736,0.01,1.0,ea,100.0,g
I-64492,0.0022026431718061676,1.0,LOAF,454.0,g
I-8140,0.0125,1.0,ea,80.0,g
I-8374,0.03636363636363636,1.0,ea,27.5,g
I-8856,0.026785714285714284,6.0,ea,224.0,g
P-13890,0.02,30.0,slice,1500.0,g
P-13944,0.00847457627118644,1.0,ea,118.0,g
P-14076,0.008571428571428572,6.0,PTN,700.0,g
P-14077,0.004285714285714286,6.0,PTN,1400.0,g
P-14200,0.0027906976744186047,3.0,PTN,1075.0,g
P-14282,0.01090909090909091,48.0,ea,4400.0,g
P-14366,0.030857142857142857,540.0,piece,17500.0,g
P-14833,0.002,1.0,PTN,500.0,g
P-16305,0.008928571428571428,1.0,ea,112.0,g
P-22963,0.004830917874396135,1.0,ea,207.0,ml
P-24618,0.007462686567164179,1.0,PTN,134.0,g
P-26047,0.02,50.0,ea,2500.0,g
P-26056,0.0022222222222222222,1.0,ea,450.0,g
P-26057,0.02,1.0,ea,50.0,g
P-26170,0.008,1.0,ea,125.0,g
P-26234,0.0125,16.0,ea,1280.0,g
P-26318,0.02040816326530612,10.0,ea,490.0,g
P-26481,0.02,1.0,ea,50.0,g
P-26631,0.0058823529411764705,24.0,ea,4080.0,g
P-26965,0.008333333333333333,12.0,piece,1440.0,g
P-27418,0.008333333333333333,1.0,ea,120.0,g
P-28225,0.0033333333333333335,1.0,PTN,300.0,g
P-28369,0.02857142857142857,1.0,ea,35.0,g
P-28372,0.07142857142857142,1.0,slice,14.0,g
P-28373,0.005405405405405406,1.0,un,185.0,g
P-33556,0.004545454545454545,1.0,each,220.0,g
P-35132,0.007692307692307693,185.0,ea,24050.0,g
P-35713,0.007692307692307693,185.0,ea,24050.0,g
P-36066,0.0027397260273972603,3.0,ea,1095.0,ml
P-36793,0.005714285714285714,2.0,ea,350.0,g
P-36815,0.0027397260273972603,2.0,ea,730.0,ml
P-36868,0.005323980164979497,10.0,ea,1878.294,g
P-37297,0.02,1.0,each,50.0,g
P-37871,0.004,1.0,ea,250.0,g
P-38314,0.02,1.0,ea,50.0,g
P-39135,0.0027397260273972603,2.0,ea,730.0,ml
P-40407,0.004338394793926247,1.0,1UN,230.5,g
P-41727,0.003044448954739192,15.0,PTN,4927.0,g
P-42552,0.0033333333333333335,1.0,pak,300.0,g
P-42553,0.0033333333333333335,1.0,pak,300.0,g
P-42554,0.0033333333333333335,1.0,pak,300.0,g
P-42555,0.0033333333333333335,1.0,pak,300.0,g
P-42556,0.0033333333333333335,1.0,pak,300.0,g
P-42557,0.0033333333333333335,1.0,pak,300.0,g
P-42558,0.0033333333333333335,1.0,pak,300.0,g
P-43635,0.004,25.0,ea,6250.0,g
P-43637,0.0027397260273972603,1.0,ea,365.0,ml
P-43638,0.0027397260273972603,2.0,ea,730.0,ml
P-43737,0.02,20.0,each,1000.0,g
P-44309,0.0027397260273972603,1.0,PTN,365.0,ml
P-44353,0.010719754977029096,7.0,PTN,653.0,g
P-44392,0.02,8.0,each,400.0,g
P-44438,0.002,1.0,PTN,500.0,g
P-44497,0.038461538461538464,6.0,each,156.0,g
P-44506,0.025,4.0,each,160.0,g
P-44512,0.006060606060606061,12.0,each,1980.0,g
P-44585,0.09523809523809523,8.0,piece,84.0,g
P-44587,0.02,1.0,ea,50.0,g
P-44907,0.023529411764705882,48.0,PTN,2040.0,g
P-45255,0.015384615384615385,70.0,piece,4550.0,g
P-45964,0.00695322376738306,110.0,ea,15820.0,g
P-46509,0.006666666666666667,3.0,PTN,450.0,g
P-46641,0.005813953488372093,30.0,PTN,5160.0,g
P-46862,0.04405286343612335,20.0,slice,454.0,g
P-47207,0.002150537634408602,1.0,PTN,465.0,g
P-47208,0.0027397260273972603,1.0,PTN,365.0,g
P-47226,0.2,1.0,PTN,5.0,g
P-47228,0.005813953488372093,1.0,PTN,172.0,g
P-47267,0.002197802197802198,1.0,PTN,455.0,g
P-47324,0.021264028352037802,180.0,each,8465.0,g
P-47362,0.007782101167315175,2.0,ea,257.0,g
P-47365,0.02,2.0,each,100.0,g
P-47366,0.02,12.0,each,600.0,g
P-47509,0.5,2.0,each,4.0,g
P-47610,0.002061855670103093,1.0,PTN,485.0,g
P-47805,0.004,1.0,PTN,250.0,g
P-48520,0.023060796645702306,22.0,slice,954.0,g
P-48635,0.0022222222222222222,1.0,each,450.0,g
P-48863,0.00535475234270415,12.0,CT,2241.0,g
P-49035,0.011428571428571429,4.0,each,350.0,g
P-49636,0.008333333333333333,12.0,ea,1440.0,g
P-49970,0.004225352112676056,72.0,CT,17040.0,g
P-50398,0.03333333333333333,12.0,CT,360.0,g
P-50439,0.06666666666666667,3.0,piece,45.0,g
P-50505,0.016666666666666666,2.0,each,120.0,ml
P-50627,0.0027397260273972603,2.0,srvg,730.0,ml
P-50641,0.0015384615384615385,1.0,un,650.0,g
P-50658,0.01,0.75,CT,75.0,g
P-50667,0.004,1.0,PTN,250.0,g
P-50705,0.019157088122605363,1.0,ea,52.2,g
P-50723,0.0015384615384615385,1.0,srvg,650.0,g
P-50725,0.03524229074889868,16.0,ea,454.0,g
P-50799,0.013333333333333334,18.0,slice,1350.0,g
P-50809,0.019230769230769232,18.0,slice,936.0,g
P-50947,0.0014285714285714286,2.0,ea,1400.0,g
P-50949,0.0017094017094017094,2.0,srvg,1170.0,g
P-50950,0.0017094017094017094,2.0,srvg,1170.0,g
P-50954,0.0017391304347826088,2.0,ea,1150.0,g
P-50994,0.0033333333333333335,1.0,PTN,300.0,g
P-51018,0.004366812227074236,5.0,each,1145.0,g
P-51086,0.017543859649122806,6.0,CT,342.0,g
P-51133,0.002,1.0,ea,500.0,g
P-51134,0.02,2.0,un,100.0,g
P-51224,0.005555555555555556,1.0,each,180.0,g
P-51225,0.002,2.0,ea,1000.0,ml
P-51230,0.04,1.0,srvg,25.0,ml
P-51231,0.02,250.0,each,12500.0,g
P-51255,0.004,1.0,PTN,250.0,g
P-51382,0.008678500986193294,44.0,each,5070.0,g
P-51508,0.03508771929824561,2.0,slice,57.0,g
P-51510,0.025,4.0,PTN,160.0,g
P-51516,0.024691358024691357,1.0,PTN,40.5,g
P-51518,0.008818342151675485,1.0,PTN,113.4,g
P-51826,0.14285714285714285,1.0,PTN,7.0,g
P-51988,0.0032,40.0,PTN,12500.0,g
P-51992,0.022222222222222223,36.0,slice,1620.0,g
P-52088,0.005,10.0,PTN,2000.0,g
P-52222,0.04,1.0,ea,25.0,g
P-52620,0.2,8.0,piece,40.0,g
P-52753,0.019230769230769232,1.0,ea,52.0,g
P-52942,0.013888888888888888,1.0,each,72.0,g
P-52951,0.008333333333333333,6.0,CT,720.0,g
P-52994,0.07692307692307693,35.0,each,455.0,g
P-53056,0.011111111111111112,13.0,PTN,1170.0,g
P-53088,0.002325581395348837,6.0,each,2580.0,g
P-53310,0.004347826086956522,1.0,CT,230.0,g
P-53314,0.004906771344455348,1.0,CT,203.8,g
P-53361,0.005647058823529412,24.0,ea,4250.0,g
P-53634,0.007407407407407408,6.0,slice,810.0,g
P-53742,0.009521995810321844,1.0,each,105.02,g
P-53814,0.007142857142857143,1.0,ea,140.0,g
P-53834,0.009951348960636886,36.0,CT,3617.6,g
P-53906,0.01437125748502994,12.0,each,835.0,g
P-53938,0.02631578947368421,12.0,each,456.0,g
P-53947,0.01411764705882353,120.0,piece,8500.0,g
P-53955,0.00898069151324652,40.0,each,4454.0,g
P-53970,0.006389776357827476,16.0,each,2504.0,g
P-54069,0.009433962264150943,1.0,each,106.0,g
P-54556,0.014201183431952662,24.0,slice,1690.0,g
P-54644,0.002380952380952381,16.0,PTN,6720.0,g
P-54667,0.0022222222222222222,16.0,PTN,7200.0,g
P-54697,0.09523809523809523,8.0,each,84.0,g
P-54881,0.06206896551724138,36.0,PTN,580.0,g
P-55079,0.018867924528301886,1.0,CT,53.0,g
P-55099,0.0058823529411764705,1.0,PTN,170.0,g
P-55238,0.005,120.0,ea,24000.0,g
P-55252,0.019705882352941177,402.0,CT,20400.0,g
P-55422,0.001,2.5,1L,2500.0,g
P-55459,0.002,56.0,CT,28000.0,g
P-5548,0.0001571503404924044,3.0,full in,19090.0,g
P-55669,0.008818342151675485,1.0,PTN,113.4,g
P-56795,0.008333333333333333,1.0,ea,120.0,g
P-56910,0.00819672131147541,1.0,PTN,122.0,g
P-57631,0.018867924528301886,1.0,each,53.0,g
P-5960,0.0001486767766874814,1.0,full in,6726.0,g
P-60970,0.0033333333333333335,1.0,each,300.0,g
P-61508,0.002,8.0,ea,4000.0,g
P-61646,0.017479461632581718,100.0,ea,5721.0,g
P-61769,0.002777777777777778,8.0,PIE,2880.0,g
P-61796,0.005555555555555556,10.0,CT,1800.0,g
P-61959,0.02,24.0,each,1200.0,g
P-62403,0.0038314176245210726,1.0,each,261.0,g
P-62434,0.025,1.0,srvg,40.0,g
P-62442,0.07142857142857142,1.0,CT,14.0,g
P-62549,0.09523809523809523,8.0,piece,84.0,g
P-62841,0.00881057268722467,4.0,piece,454.0,g
P-64456,0.008771929824561403,9.0,PTN,1026.0,g
P-64513,0.002857142857142857,1.0,PTN,350.0,g
P-64944,0.007352941176470588,1.0,PTN,136.0,g
P-6888,0.00035211267605633805,1.0,LG CAN,2840.0,ml
P-7166,0.0028,56.0,CT,20000.0,g
P-7367,0.005166228175077733,216.0,ea,41810.0,g
P-7523,0.03524229074889868,16.0,ea,454.0,g
P-7637,0.016909029421711193,1.0,srvg,59.14,ml
P-9779,0.06826666666666667,768.0,slice,11250.0,g
I-8238,0.03333333333333333,1.0,ea,30.0,g
I-9341,0.008333333333333333,1.0,CT,120.0,g
P-60812,0.008333333333333333,1.0,each,120.0,g
P-62629,0.010526315789473684,100.0,each,9500.0,g
P-47243,0.029239766081871343,1.0,PTN,34.2,g
P-62520,0.005076142131979695,1.0,PTN,197.0,g
P-62597,0.0051813471502590676,1.0,PTN,193.0,g
P-60813,0.004081632653061225,1.0,ea,245.0,g
I-1016,0.0010500000000000002,0.042,SHEET,40.0,g
I-1020,0.0010500000000000002,0.042,SHEET,40.0,g
I-1033,0.016666666666666666,0.8,CT,48.0,g
I-1048,0.01,1.0,slice,100.0,g
I-1057,0.00033,0.033,SHEET,100.0,g
I-1064,0.00033,0.033,SHEET,100.0,g
I-1065,0.00033,0.033,SHEET,100.0,g
I-1067,0.00033,0.033,SHEET,100.0,g
I-1073,0.01,1.0,slice,100.0,g
I-1077,0.01,1.0,slice,100.0,g
I-1085,0.011111111111111112,0.25,CT,22.5,g
I-1089,0.011111111111111112,0.2,CT,18.0,g
I-1093,0.011111111111111112,0.2,CT,18.0,g
I-1096,0.011111111111111112,0.05,CT,4.5,g
I-1116,0.00666,0.333,ea,50.0,g
I-11824,0.00042,0.042,SHEET,100.0,g
I-1189,0.0022026431718061676,0.1,CT,45.4,g
I-1196,0.008849557522123894,1.0,CT,113.0,g
I-1205,0.008849557522123894,1.0,CT,113.0,g
I-12180,0.0009794319294809011,1.0,CT,1021.0,g
I-1241,0.0125,0.25,ea,20.0,g
I-1250,0.0125,1.0,CT,80.0,g
I-1286,0.01,1.0,CT,100.0,g
I-19634,0.0022026431718061676,1.0,LOAF,454.0,g
I-24229,0.0022026431718061676,1.0,LOAF,454.0,g
I-2661,0.0009794319294809011,1.0,PIE,1021.0,g
I-2662,0.0009794319294809011,1.0,PIE,1021.0,g
I-2664,0.0009794319294809011,1.0,PIE,1021.0,g
I-2667,0.0009794319294809011,1.0,PIE,1021.0,g
I-60871,0.000825,0.033,SHEET,40.0,g
P-62284,0.016771488469601678,16.0,ea,954.0,g
P-50776,0.003821656050955414,12.0,CT,3140.0,g
P-7570,0.029239766081871343,1.0,ea,34.2,g
P-22037,0.014285714285714285,1.0,slice,70.0,g
P-22029,0.014285714285714285,1.0,slice,70.0,g
P-22032,0.014285714285714285,1.0,slice,70.0,g
P-48485,0.014285714285714285,1.0,slice,70.0,g
P-50510,0.014285714285714285,1.0,slice,70.0,g
P-22030,0.01,1.0,slice,100.0,g
P-63831,0.01,1.0,slice,100.0,g
P-38172,0.01,1.0,PTN,100.0,g
P-22048,0.01,1.0,slice,100.0,g
P-22042,0.01,1.0,slice,100.0,g
P-22049,0.01,1.0,slice,100.0,g
P-63830,0.01,1.0,slice,100.0,g
P-38170,0.01,1.0,PTN,100.0,g
P-13850,0.005876591576885406,30.0,slice,5105.0,g
P-53808,0.01681457262961233,36.0,CT,2141.0,g
P-55093,0.02,48.0,CT,2400.0,g
P-33780,0.008849557522123894,1.0,ea,113.0,g
P-50612,0.001,1.5,1L,1500.0,ml
P-50614,0.003947368421052632,12.0,CT,3040.0,g
P-55184,0.012195121951219513,4.0,ea,328.0,ml
P-36780,0.006097560975609756,2.0,ea,328.0,ml
P-56681,0.006097560975609756,2.0,ea,328.0,ml
P-64672,0.022222222222222223,1.0,CT,45.0,g
P-64039,0.0058823529411764705,6.0,slice,1020.0,g
P-32664,0.01639344262295082,1.0,each,61.0,g
P-55707,0.005405405405405406,1.0,PTN,185.0,g
P-55709,0.005405405405405406,1.0,PTN,185.0,g
P-62293,0.005405405405405406,1.0,PTN,185.0,g
P-62023,0.0064516129032258064,1.0,ROLL,155.0,g
I-13302,5.0,1.0,CT,0.2,g 
I-64877,0.004761904761904762,1.0,each,210.0,g
I-68700,0.008333333333333333,0.5,each,60.0,g
I-25290,0.00021276595744680854,0.1,LOAF,470.0,g
I-9641,0.017543859649122806,1.0,LOAF,57.0,g
I-14190,0.0016666666666666668,1.0,LOAF,600.0,g
I-37113,0.004273504273504274,1.0,ea,234.0,g
I-1271,0.00011111111111111112,0.1,LOAF,900.0,g
I-13302,5.0,1.0,CT,0.2,g 
I-64877,0.004761904761904762,1.0,each,210.0,g
I-68700,0.008333333333333333,0.5,each,60.0,g
I-25290,0.00021276595744680854,0.1,LOAF,470.0,g
I-9641,0.017543859649122806,1.0,LOAF,57.0,g
I-14190,0.0016666666666666668,1.0,LOAF,600.0,g
I-37113,0.004273504273504274,1.0,ea,234.0,g
I-1271,0.00011111111111111112,0.1,LOAF,900.0,g
I-13302,5.0,1.0,CT,0.2,g 
I-64877,0.004761904761904762,1.0,each,210.0,g
I-68700,0.008333333333333333,0.5,each,60.0,g
I-25290,0.00021276595744680854,0.1,LOAF,470.0,g
I-9641,0.017543859649122806,1.0,LOAF,57.0,g
I-14190,0.0016666666666666668,1.0,LOAF,600.0,g
I-37113,0.004273504273504274,1.0,ea,234.0,g
I-1271,0.00011111111111111112,0.1,LOAF,900.0,g
